contribution_id,policy_id,contribution_date,gross_amount,wakalah_fee_shareholders_fund,prf_amount,pif_amount,payment_method
CTB00000318,POL0004508,2022-04-29,840.62,260.59,243.61,336.42,Online Banking
CTB00000319,POL0003688,2026-09-11,95.84,17.25,78.59,0.0,Auto-Debit
CTB00000320,POL0003659,2025-05-17,1059.53,211.91,194.95,652.67,Auto-Debit
CTB00000321,POL0001480,2025-10-04,1227.94,196.47,505.42,526.05,Credit Card
CTB00000322,POL0000553,2026-07-29,528.55,184.99,343.56,0.0,Salary Deduction
CTB00000323,POL0001380,2026-06-08,1807.45,506.09,1301.36,0.0,Online Banking
CTB00000324,POL0000744,2023-11-10,1389.38,486.28,903.1,0.0,Credit Card
CTB00000325,POL0004794,2024-05-25,239.0,54.97,62.57,121.46,Auto-Debit
CTB00000326,POL0004185,2026-07-12,1747.82,471.91,612.44,663.47,Online Banking
CTB00000327,POL0000889,2026-04-05,1910.51,496.73,1413.78,0.0,Credit Card
CTB00000328,POL0001342,2026-08-07,221.66,39.9,181.76,0.0,Online Banking
CTB00000329,POL0000997,2024-12-25,426.39,89.54,87.58,249.27,Online Banking
CTB00000330,POL0000650,2025-06-27,1281.03,281.83,489.61,509.59,Salary Deduction
CTB00000331,POL0004768,2026-01-04,1737.9,486.61,575.59,675.7,Auto-Debit
CTB00000332,POL0002111,2026-03-15,85.85,25.75,60.1,0.0,Online Banking
CTB00000333,POL0000641,2026-08-30,158.59,53.92,104.67,0.0,Auto-Debit
CTB00000334,POL0003103,2023-07-24,1526.68,320.6,325.64,880.44,Credit Card
CTB00000335,POL0002540,2025-08-22,1437.12,431.14,1005.98,0.0,Online Banking
CTB00000336,POL0004214,2024-07-26,623.66,137.21,189.72,296.73,Online Banking
CTB00000337,POL0004894,2025-12-11,1241.97,372.59,226.04,643.34,Salary Deduction
CTB00000338,POL0004276,2026-08-12,1699.71,339.94,1359.77,0.0,Auto-Debit
CTB00000339,POL0000028,2024-07-06,1150.86,241.68,909.18,0.0,Auto-Debit
CTB00000340,POL0002153,2024-11-02,1324.09,317.78,1006.31,0.0,Credit Card
CTB00000341,POL0001464,2025-04-11,1478.09,280.84,550.74,646.51,Online Banking
CTB00000342,POL0000428,2023-02-16,1009.94,262.58,343.79,403.57,Auto-Debit
CTB00000343,POL0003427,2026-01-16,1941.56,621.3,1320.26,0.0,Online Banking
CTB00000344,POL0001211,2026-09-05,1736.76,312.62,1424.14,0.0,Credit Card
CTB00000345,POL0000458,2022-11-12,597.49,101.57,123.98,371.94,Auto-Debit
CTB00000346,POL0000720,2025-04-08,1395.66,362.87,1032.79,0.0,Auto-Debit
CTB00000347,POL0003804,2025-01-24,642.34,218.4,423.94,0.0,Auto-Debit
CTB00000348,POL0004705,2026-08-18,1575.68,519.97,1055.71,0.0,Auto-Debit
CTB00000349,POL0003725,2026-04-02,1007.67,181.38,826.29,0.0,Auto-Debit
CTB00000350,POL0003530,2023-07-04,64.35,21.24,43.11,0.0,Credit Card
CTB00000351,POL0000458,2026-02-20,597.49,131.45,144.47,321.57,Credit Card
CTB00000352,POL0001912,2024-11-09,1567.81,548.73,489.16,529.92,Auto-Debit
CTB00000353,POL0001230,2025-04-28,1914.4,555.18,1359.22,0.0,Salary Deduction
CTB00000354,POL0000677,2025-01-16,1037.81,166.05,871.76,0.0,Online Banking
CTB00000355,POL0003747,2025-05-05,583.72,122.58,184.46,276.68,Credit Card
CTB00000356,POL0002123,2023-10-16,1910.63,554.08,1356.55,0.0,Salary Deduction
CTB00000357,POL0000770,2026-04-06,1940.57,310.49,521.63,1108.45,Auto-Debit
CTB00000358,POL0002286,2026-08-03,771.78,223.82,547.96,0.0,Online Banking
CTB00000359,POL0000947,2024-06-30,293.76,64.63,57.28,171.85,Online Banking
CTB00000360,POL0000423,2022-04-25,1965.29,648.55,1316.74,0.0,Credit Card
CTB00000361,POL0004967,2022-10-07,952.34,171.42,780.92,0.0,Credit Card
CTB00000362,POL0003381,2026-09-11,1385.52,443.37,942.15,0.0,Salary Deduction
CTB00000363,POL0003286,2026-05-10,911.32,154.92,756.4,0.0,Salary Deduction
CTB00000364,POL0001022,2025-07-17,216.87,56.39,160.48,0.0,Salary Deduction
CTB00000365,POL0000298,2021-11-15,1749.13,297.35,304.87,1146.91,Online Banking
CTB00000366,POL0000491,2026-08-12,947.02,303.05,643.97,0.0,Salary Deduction
CTB00000367,POL0001892,2025-05-08,1854.84,482.26,562.76,809.82,Salary Deduction
CTB00000368,POL0002635,2026-06-12,1327.16,371.6,955.56,0.0,Salary Deduction
CTB00000369,POL0000945,2026-06-08,579.32,127.45,221.42,230.45,Salary Deduction
CTB00000370,POL0001353,2026-08-07,1387.07,221.93,1165.14,0.0,Credit Card
CTB00000371,POL0000567,2026-06-19,922.27,184.45,243.48,494.34,Credit Card
CTB00000372,POL0000589,2025-04-07,521.37,119.92,140.51,260.94,Online Banking
CTB00000373,POL0003912,2022-07-08,792.92,245.81,547.11,0.0,Online Banking
CTB00000374,POL0002823,2023-09-29,1026.08,236.0,790.08,0.0,Online Banking
CTB00000375,POL0002821,2026-08-07,752.73,218.29,534.44,0.0,Auto-Debit
CTB00000376,POL0001282,2026-02-13,1116.33,189.78,926.55,0.0,Credit Card
CTB00000377,POL0000609,2023-11-14,1611.53,257.84,514.4,839.29,Auto-Debit
CTB00000378,POL0001431,2025-10-28,1475.47,472.15,361.2,642.12,Credit Card
CTB00000379,POL0004283,2025-05-18,1500.92,255.16,1245.76,0.0,Auto-Debit
CTB00000380,POL0000795,2025-06-22,215.24,40.9,174.34,0.0,Credit Card
CTB00000381,POL0004259,2024-10-14,204.21,49.01,155.2,0.0,Auto-Debit
CTB00000382,POL0000465,2022-07-14,1218.64,207.17,1011.47,0.0,Auto-Debit
CTB00000383,POL0002079,2026-03-31,1883.16,414.3,587.54,881.32,Online Banking
CTB00000384,POL0004190,2026-02-08,1006.48,271.75,279.2,455.53,Salary Deduction
CTB00000385,POL0001850,2026-02-08,453.42,95.22,358.2,0.0,Credit Card
CTB00000386,POL0002258,2026-05-12,1950.62,448.64,720.95,781.03,Salary Deduction
CTB00000387,POL0003148,2021-06-21,1461.52,467.69,467.1,526.73,Auto-Debit
CTB00000388,POL0000075,2022-05-13,1580.34,505.71,1074.63,0.0,Online Banking
CTB00000389,POL0003203,2025-04-17,943.58,226.46,329.88,387.24,Credit Card
CTB00000390,POL0003920,2022-12-31,1061.45,265.36,796.09,0.0,Credit Card
CTB00000391,POL0000523,2025-03-06,1430.29,371.88,1058.41,0.0,Auto-Debit
CTB00000392,POL0003731,2026-07-12,365.22,120.52,244.7,0.0,Online Banking
CTB00000393,POL0001755,2024-08-24,1579.47,410.66,374.02,794.79,Credit Card
CTB00000394,POL0002481,2026-05-04,1228.45,245.69,422.59,560.17,Credit Card
CTB00000395,POL0002986,2024-03-29,1524.03,335.29,320.96,867.78,Auto-Debit
CTB00000396,POL0000360,2023-09-29,1890.36,661.63,1228.73,0.0,Salary Deduction
CTB00000397,POL0004577,2026-07-20,895.08,187.97,707.11,0.0,Online Banking
CTB00000398,POL0003887,2025-12-10,595.73,142.98,452.75,0.0,Auto-Debit
CTB00000399,POL0002240,2025-08-28,1783.09,481.43,286.37,1015.29,Credit Card
CTB00000400,POL0002865,2024-10-24,816.51,220.46,238.42,357.63,Credit Card
CTB00000401,POL0001661,2025-10-16,1532.65,413.82,1118.83,0.0,Salary Deduction
CTB00000402,POL0004649,2024-11-10,1895.06,397.96,419.19,1077.91,Auto-Debit
CTB00000403,POL0002735,2023-08-12,210.57,58.96,151.61,0.0,Salary Deduction
CTB00000404,POL0004312,2025-02-12,1317.05,447.8,869.25,0.0,Online Banking
CTB00000405,POL0003643,2026-09-02,485.26,87.35,397.91,0.0,Credit Card
CTB00000406,POL0002712,2026-09-01,387.33,120.07,267.26,0.0,Online Banking
CTB00000407,POL0001221,2024-06-30,137.52,22.0,115.52,0.0,Online Banking
CTB00000408,POL0001543,2026-05-18,1297.91,454.27,843.64,0.0,Auto-Debit
CTB00000409,POL0001118,2024-08-26,1617.0,533.61,1083.39,0.0,Credit Card
CTB00000410,POL0001594,2026-06-21,1185.64,284.55,901.09,0.0,Credit Card
CTB00000411,POL0000297,2023-03-29,1588.17,254.11,1334.06,0.0,Online Banking
CTB00000412,POL0004683,2022-01-05,480.47,81.68,159.52,239.27,Auto-Debit
CTB00000413,POL0000506,2026-02-24,608.5,127.78,480.72,0.0,Auto-Debit
CTB00000414,POL0003620,2026-06-21,1636.6,523.71,311.61,801.28,Auto-Debit
CTB00000415,POL0004648,2022-11-13,1763.04,599.43,302.54,861.07,Credit Card
CTB00000416,POL0004639,2022-03-27,496.75,153.99,78.83,263.93,Salary Deduction
CTB00000417,POL0003699,2022-11-15,1645.56,477.21,1168.35,0.0,Online Banking
CTB00000418,POL0002426,2024-01-23,1056.74,169.08,381.69,505.97,Online Banking
CTB00000419,POL0002446,2026-04-04,1136.8,318.3,351.95,466.55,Salary Deduction
CTB00000420,POL0003394,2024-06-03,461.15,124.51,336.64,0.0,Salary Deduction
CTB00000421,POL0002236,2026-07-12,1778.93,587.05,1191.88,0.0,Salary Deduction
CTB00000422,POL0004971,2023-09-12,1269.81,419.04,348.82,501.95,Salary Deduction
CTB00000423,POL0001204,2023-09-22,1422.34,483.6,394.27,544.47,Salary Deduction
CTB00000424,POL0004544,2025-08-01,1639.16,262.27,523.22,853.67,Online Banking
CTB00000425,POL0003963,2023-07-11,137.92,42.76,95.16,0.0,Auto-Debit
CTB00000426,POL0003313,2024-11-12,1353.83,379.07,974.76,0.0,Salary Deduction
CTB00000427,POL0002381,2026-01-31,878.7,228.46,650.24,0.0,Online Banking
CTB00000428,POL0002467,2023-04-17,428.99,120.12,308.87,0.0,Salary Deduction
CTB00000429,POL0001563,2025-12-09,1284.74,321.19,963.55,0.0,Salary Deduction
CTB00000430,POL0001581,2025-10-08,1882.11,319.96,1562.15,0.0,Online Banking
CTB00000431,POL0002997,2023-12-01,773.28,231.98,541.3,0.0,Online Banking
CTB00000432,POL0002569,2026-08-18,1954.5,449.54,421.39,1083.57,Salary Deduction
CTB00000433,POL0002383,2025-04-20,1001.38,350.48,156.22,494.68,Online Banking
CTB00000434,POL0004395,2026-08-01,694.66,222.29,472.37,0.0,Credit Card
CTB00000435,POL0003164,2024-07-11,209.05,39.72,169.33,0.0,Online Banking
CTB00000436,POL0001797,2023-03-01,1829.55,640.34,1189.21,0.0,Online Banking
CTB00000437,POL0000281,2025-11-07,1332.26,279.77,1052.49,0.0,Salary Deduction
CTB00000438,POL0000032,2026-07-05,277.32,69.33,207.99,0.0,Credit Card
CTB00000439,POL0003164,2025-05-17,209.05,68.99,140.06,0.0,Salary Deduction
CTB00000440,POL0002437,2023-07-21,1565.33,375.68,1189.65,0.0,Credit Card
CTB00000441,POL0004331,2024-07-13,959.2,287.76,671.44,0.0,Auto-Debit
CTB00000442,POL0004209,2026-03-10,86.01,23.22,23.86,38.93,Auto-Debit
CTB00000443,POL0003999,2026-07-13,1807.76,596.56,436.03,775.17,Credit Card
CTB00000444,POL0004563,2026-05-19,582.71,122.37,460.34,0.0,Online Banking
CTB00000445,POL0004016,2026-08-24,1288.96,373.8,915.16,0.0,Auto-Debit
CTB00000446,POL0002941,2025-08-28,441.99,145.86,103.65,192.48,Auto-Debit
CTB00000447,POL0003816,2026-07-17,498.58,149.57,349.01,0.0,Online Banking
CTB00000448,POL0003487,2021-03-25,1059.55,339.06,324.22,396.27,Online Banking
CTB00000449,POL0000291,2024-03-28,1052.0,168.32,406.49,477.19,Salary Deduction
CTB00000450,POL0002048,2026-02-19,1110.27,355.29,196.29,558.69,Online Banking
CTB00000451,POL0004149,2021-11-19,1464.09,409.95,1054.14,0.0,Salary Deduction
CTB00000452,POL0004613,2024-10-26,754.12,256.4,497.72,0.0,Auto-Debit
CTB00000453,POL0000856,2026-02-24,1186.23,201.66,984.57,0.0,Auto-Debit
CTB00000454,POL0003890,2025-05-17,936.61,327.81,194.82,413.98,Salary Deduction
CTB00000455,POL0003749,2026-09-04,269.94,45.89,73.94,150.11,Salary Deduction
CTB00000456,POL0004866,2025-12-24,845.21,211.3,196.51,437.4,Salary Deduction
CTB00000457,POL0003111,2025-11-01,415.79,70.68,345.11,0.0,Credit Card
CTB00000458,POL0000526,2026-01-02,785.89,243.63,135.56,406.7,Credit Card
CTB00000459,POL0004757,2024-02-17,522.51,83.6,438.91,0.0,Salary Deduction
CTB00000460,POL0001763,2026-06-12,1860.35,651.12,568.34,640.89,Online Banking
CTB00000461,POL0003704,2022-01-22,971.08,271.9,699.18,0.0,Online Banking
CTB00000462,POL0000698,2024-08-29,1619.83,275.37,524.34,820.12,Salary Deduction
CTB00000463,POL0000156,2022-08-17,812.04,259.85,237.44,314.75,Salary Deduction
CTB00000464,POL0001794,2024-04-27,712.84,220.98,167.23,324.63,Credit Card
CTB00000465,POL0004649,2024-04-18,1895.06,492.72,392.66,1009.68,Salary Deduction
CTB00000466,POL0004000,2026-05-03,876.88,201.68,155.3,519.9,Salary Deduction
CTB00000467,POL0004098,2026-03-05,1681.64,353.14,398.55,929.95,Credit Card
CTB00000468,POL0000926,2026-06-19,1365.28,204.79,266.91,893.58,Salary Deduction
CTB00000469,POL0004198,2026-03-14,1949.83,643.44,444.17,862.22,Auto-Debit
CTB00000470,POL0002216,2026-04-21,1443.09,389.63,1053.46,0.0,Salary Deduction
CTB00000471,POL0003966,2022-07-26,1183.82,390.66,793.16,0.0,Credit Card
CTB00000472,POL0004312,2024-03-28,1317.05,395.11,921.94,0.0,Salary Deduction
CTB00000473,POL0004545,2026-04-07,99.72,16.95,34.76,48.01,Credit Card
CTB00000474,POL0004882,2026-03-08,1486.37,297.27,1189.1,0.0,Auto-Debit
CTB00000475,POL0004841,2025-01-20,817.81,269.88,219.17,328.76,Online Banking
CTB00000476,POL0003439,2025-02-01,619.03,142.38,214.49,262.16,Online Banking
CTB00000477,POL0000964,2026-05-06,1824.85,291.98,1532.87,0.0,Online Banking
CTB00000478,POL0003202,2024-06-21,1760.39,616.14,1144.25,0.0,Auto-Debit
CTB00000479,POL0001107,2024-09-01,1784.42,446.11,388.11,950.2,Credit Card
CTB00000480,POL0001566,2026-08-28,694.0,180.44,513.56,0.0,Online Banking
CTB00000481,POL0004022,2025-06-27,1038.67,301.21,737.46,0.0,Salary Deduction
CTB00000482,POL0001871,2023-07-29,528.51,121.56,406.95,0.0,Credit Card
CTB00000483,POL0001327,2026-05-22,527.87,147.8,380.07,0.0,Salary Deduction
CTB00000484,POL0003626,2021-10-17,717.51,114.8,168.76,433.95,Online Banking
CTB00000485,POL0001656,2025-12-26,502.36,140.66,361.7,0.0,Salary Deduction
CTB00000486,POL0002194,2025-12-13,1590.06,333.91,628.08,628.07,Salary Deduction
CTB00000487,POL0000594,2026-05-28,1496.42,269.36,515.37,711.69,Salary Deduction
CTB00000488,POL0003572,2026-02-25,1586.29,396.57,1189.72,0.0,Credit Card
CTB00000489,POL0004275,2024-03-23,1672.34,267.57,1404.77,0.0,Credit Card
CTB00000490,POL0003145,2025-04-06,160.62,56.22,104.4,0.0,Auto-Debit
CTB00000491,POL0001880,2022-09-28,615.1,178.38,139.75,296.97,Salary Deduction
CTB00000492,POL0000364,2025-12-06,292.97,52.73,98.5,141.74,Salary Deduction
CTB00000493,POL0001176,2026-07-18,1737.64,364.9,329.46,1043.28,Credit Card
CTB00000494,POL0003365,2025-10-22,409.87,110.66,65.83,233.38,Credit Card
CTB00000495,POL0004263,2024-09-01,559.38,128.66,94.76,335.96,Salary Deduction
CTB00000496,POL0002775,2026-05-14,1977.02,632.65,416.75,927.62,Auto-Debit
CTB00000497,POL0001672,2026-08-18,175.08,40.27,36.4,98.41,Online Banking
CTB00000498,POL0003523,2026-04-05,1943.72,680.3,429.56,833.86,Auto-Debit
CTB00000499,POL0002748,2025-08-05,417.14,133.48,283.66,0.0,Credit Card
CTB00000500,POL0001717,2023-03-19,863.26,293.51,239.29,330.46,Auto-Debit
CTB00000501,POL0001298,2026-07-13,458.77,119.28,159.56,179.93,Online Banking
CTB00000502,POL0002321,2026-07-11,1099.51,175.92,434.09,489.5,Online Banking
CTB00000503,POL0003703,2026-02-12,1162.51,313.88,424.31,424.32,Credit Card
CTB00000504,POL0004304,2026-06-23,833.3,266.66,566.64,0.0,Auto-Debit
CTB00000505,POL0001182,2023-11-22,1226.12,367.84,291.82,566.46,Auto-Debit
CTB00000506,POL0000353,2023-06-06,1286.64,295.93,990.71,0.0,Auto-Debit
CTB00000507,POL0000184,2025-06-03,560.02,134.4,425.62,0.0,Credit Card
CTB00000508,POL0000869,2024-08-11,1279.82,319.95,959.87,0.0,Salary Deduction
CTB00000509,POL0002607,2026-07-06,1250.74,262.66,988.08,0.0,Auto-Debit
CTB00000510,POL0004398,2023-12-15,867.1,251.46,615.64,0.0,Auto-Debit
CTB00000511,POL0002590,2026-05-10,1363.49,436.32,927.17,0.0,Credit Card
CTB00000512,POL0000139,2024-02-17,678.21,149.21,259.21,269.79,Credit Card
CTB00000513,POL0002509,2026-09-11,640.29,147.27,133.12,359.9,Online Banking
CTB00000514,POL0000786,2026-02-06,1311.13,340.89,232.86,737.38,Salary Deduction
CTB00000515,POL0002545,2024-10-25,1260.27,403.29,351.36,505.62,Auto-Debit
CTB00000516,POL0002316,2025-06-12,1138.85,261.94,876.91,0.0,Credit Card
CTB00000517,POL0002649,2025-02-13,1681.56,454.02,270.06,957.48,Salary Deduction
CTB00000518,POL0000413,2024-08-18,1536.3,430.16,453.52,652.62,Online Banking
CTB00000519,POL0003499,2025-10-11,1686.16,590.16,1096.0,0.0,Credit Card
CTB00000520,POL0003457,2026-08-27,432.17,142.62,112.92,176.63,Salary Deduction
CTB00000521,POL0003076,2022-03-03,1455.67,305.69,1149.98,0.0,Credit Card
CTB00000522,POL0000797,2024-10-01,382.57,118.6,263.97,0.0,Auto-Debit
CTB00000523,POL0002475,2024-10-03,262.86,76.23,186.63,0.0,Auto-Debit
CTB00000524,POL0004401,2025-02-25,76.67,22.23,54.44,0.0,Salary Deduction
CTB00000525,POL0002954,2026-09-08,411.47,115.21,296.26,0.0,Salary Deduction
CTB00000526,POL0000847,2021-10-29,546.64,125.73,420.91,0.0,Online Banking
CTB00000527,POL0000955,2024-01-17,1449.05,463.7,266.04,719.31,Salary Deduction
CTB00000528,POL0004410,2023-10-23,1891.51,567.45,450.18,873.88,Auto-Debit
CTB00000529,POL0001397,2023-05-18,1055.39,306.06,254.77,494.56,Salary Deduction
CTB00000530,POL0000097,2026-04-21,1354.56,270.91,314.26,769.39,Salary Deduction
CTB00000531,POL0000582,2025-12-03,1798.63,413.68,401.64,983.31,Auto-Debit
CTB00000532,POL0001864,2025-11-24,1982.11,317.14,1664.97,0.0,Auto-Debit
CTB00000533,POL0004423,2022-04-11,946.52,236.63,709.89,0.0,Salary Deduction
CTB00000534,POL0001152,2026-06-03,1134.18,340.25,325.51,468.42,Credit Card
CTB00000535,POL0002684,2026-03-15,1067.99,181.56,886.43,0.0,Online Banking
CTB00000536,POL0003825,2026-05-28,481.7,130.06,351.64,0.0,Auto-Debit
CTB00000537,POL0004880,2021-10-15,766.85,230.06,536.79,0.0,Auto-Debit
CTB00000538,POL0001234,2026-08-11,1572.9,487.6,1085.3,0.0,Credit Card
CTB00000539,POL0001878,2024-10-15,273.16,51.9,221.26,0.0,Online Banking
CTB00000540,POL0002361,2025-03-12,238.88,43.0,195.88,0.0,Salary Deduction
CTB00000541,POL0003396,2026-01-07,1195.44,346.68,415.89,432.87,Auto-Debit
CTB00000542,POL0003488,2023-02-02,1416.46,467.43,303.69,645.34,Auto-Debit
CTB00000543,POL0000029,2026-05-08,1351.91,243.34,1108.57,0.0,Credit Card
CTB00000544,POL0002489,2023-07-13,1325.39,212.06,244.93,868.4,Auto-Debit
CTB00000545,POL0001079,2021-05-15,1686.53,286.71,1399.82,0.0,Auto-Debit
CTB00000546,POL0001268,2025-11-16,359.91,118.77,110.92,130.22,Credit Card
CTB00000547,POL0003027,2025-12-07,520.98,151.08,369.9,0.0,Salary Deduction
CTB00000548,POL0003654,2026-06-18,1525.87,503.54,398.71,623.62,Auto-Debit
CTB00000549,POL0000425,2026-02-12,1853.86,611.77,298.1,943.99,Salary Deduction
CTB00000550,POL0003329,2025-09-12,477.14,143.14,116.9,217.1,Auto-Debit
CTB00000551,POL0000208,2025-08-14,1705.09,579.73,461.4,663.96,Online Banking
CTB00000552,POL0003119,2023-05-27,225.55,49.62,80.93,95.0,Credit Card
CTB00000553,POL0002403,2026-08-14,1784.64,374.77,1409.87,0.0,Auto-Debit
CTB00000554,POL0001655,2025-12-14,815.35,146.76,668.59,0.0,Auto-Debit
CTB00000555,POL0000865,2022-08-24,273.73,49.27,224.46,0.0,Auto-Debit
CTB00000556,POL0002482,2025-01-26,1830.18,475.85,1354.33,0.0,Salary Deduction
CTB00000557,POL0001876,2025-11-14,1875.24,431.31,1443.93,0.0,Auto-Debit
CTB00000558,POL0001436,2025-11-17,630.18,132.34,139.4,358.44,Credit Card
CTB00000559,POL0004618,2026-03-15,1277.78,281.11,438.53,558.14,Online Banking
CTB00000560,POL0003375,2023-07-26,293.18,93.82,199.36,0.0,Salary Deduction
CTB00000561,POL0000312,2026-07-19,1924.76,307.96,1616.8,0.0,Salary Deduction
CTB00000562,POL0001143,2026-04-17,1335.03,387.16,947.87,0.0,Credit Card
CTB00000563,POL0001580,2026-06-21,1384.1,429.07,955.03,0.0,Online Banking
CTB00000564,POL0000267,2026-08-01,566.41,96.29,108.13,361.99,Auto-Debit
CTB00000565,POL0004878,2025-02-20,1721.92,327.16,1394.76,0.0,Online Banking
CTB00000566,POL0004632,2026-09-07,413.46,90.96,322.5,0.0,Salary Deduction
CTB00000567,POL0000750,2024-12-03,590.35,135.78,454.57,0.0,Credit Card
CTB00000568,POL0000838,2025-04-19,1188.8,392.3,796.5,0.0,Auto-Debit
CTB00000569,POL0001668,2026-08-08,841.68,168.34,262.6,410.74,Online Banking
CTB00000570,POL0001017,2025-01-26,596.95,208.93,388.02,0.0,Salary Deduction
CTB00000571,POL0004200,2025-12-04,480.53,110.52,370.01,0.0,Auto-Debit
CTB00000572,POL0004065,2026-05-06,1961.91,627.81,1334.1,0.0,Credit Card
CTB00000573,POL0003664,2026-03-13,1364.41,300.17,1064.24,0.0,Credit Card
CTB00000574,POL0003160,2021-11-22,245.46,85.91,159.55,0.0,Online Banking
CTB00000575,POL0004713,2025-04-30,322.37,80.59,70.12,171.66,Salary Deduction
CTB00000576,POL0000516,2024-05-24,1697.65,543.25,392.5,761.9,Credit Card
CTB00000577,POL0000057,2025-05-06,549.38,120.86,162.84,265.68,Auto-Debit
CTB00000578,POL0004805,2024-12-18,279.87,75.56,204.31,0.0,Auto-Debit
CTB00000579,POL0002935,2026-07-29,189.0,28.35,160.65,0.0,Online Banking
CTB00000580,POL0001050,2026-05-18,737.43,235.98,501.45,0.0,Salary Deduction
CTB00000581,POL0001098,2025-05-29,481.75,139.71,143.66,198.38,Auto-Debit
CTB00000582,POL0001908,2022-04-09,1092.72,240.4,230.13,622.19,Salary Deduction
CTB00000583,POL0000275,2026-07-03,1928.48,385.7,694.25,848.53,Online Banking
CTB00000584,POL0002264,2024-07-09,636.06,159.01,477.05,0.0,Salary Deduction
CTB00000585,POL0003432,2025-05-23,741.34,200.16,178.59,362.59,Salary Deduction
CTB00000586,POL0000044,2025-07-25,1522.31,517.59,231.09,773.63,Auto-Debit
CTB00000587,POL0000544,2025-12-22,1786.22,428.69,1357.53,0.0,Online Banking
CTB00000588,POL0004615,2026-01-01,716.69,179.17,537.52,0.0,Online Banking
CTB00000589,POL0002325,2026-06-05,593.58,130.59,462.99,0.0,Auto-Debit
CTB00000590,POL0002796,2026-04-22,748.16,119.71,628.45,0.0,Online Banking
CTB00000591,POL0002116,2022-11-29,1628.96,570.14,465.88,592.94,Auto-Debit
CTB00000592,POL0003597,2025-11-06,1536.0,430.08,1105.92,0.0,Auto-Debit
CTB00000593,POL0001911,2026-09-02,118.91,40.43,78.48,0.0,Salary Deduction
CTB00000594,POL0000335,2024-08-09,1826.01,602.58,1223.43,0.0,Online Banking
CTB00000595,POL0001797,2025-06-22,1829.55,567.16,1262.39,0.0,Credit Card
CTB00000596,POL0002002,2026-06-22,1214.37,303.59,318.77,592.01,Auto-Debit
CTB00000597,POL0003520,2024-08-01,1051.51,241.85,809.66,0.0,Credit Card
CTB00000598,POL0001710,2026-05-07,568.85,153.59,415.26,0.0,Online Banking
CTB00000599,POL0004156,2025-06-11,1275.13,369.79,280.66,624.68,Online Banking
CTB00000600,POL0002063,2026-04-15,1338.11,227.48,244.34,866.29,Credit Card
CTB00000601,POL0001122,2023-10-26,1802.92,414.67,610.83,777.42,Salary Deduction
CTB00000602,POL0002898,2023-09-30,1656.08,397.46,1258.62,0.0,Credit Card
CTB00000603,POL0001733,2026-08-30,1949.83,389.97,1559.86,0.0,Auto-Debit
CTB00000604,POL0002829,2024-10-22,1525.57,244.09,538.22,743.26,Salary Deduction
CTB00000605,POL0003030,2025-05-05,722.92,151.81,571.11,0.0,Online Banking
CTB00000606,POL0003156,2025-09-25,722.82,137.34,585.48,0.0,Online Banking
