transaction_id,agent_id,policy_id,transaction_type,transaction_date,commission_rate,commission_amount_shareholders_fund
AGX00000361,AGT0093,POL0000044,New Business,2024-12-11,0.07,106.56
AGX00000362,AGT0020,POL0002046,Renewal,2024-03-04,0.08,14.55
AGX00000363,AGT0020,POL0003071,Renewal,2021-08-25,0.18,68.57
AGX00000364,AGT0060,POL0002895,Renewal,2026-08-16,0.13,159.2
AGX00000365,AGT0017,POL0000715,New Business,2026-02-24,0.21,85.8
AGX00000366,AGT0112,POL0001348,New Business,2022-10-23,0.12,65.27
AGX00000367,AGT0016,POL0000588,New Business,2026-03-16,0.14,214.61
AGX00000368,AGT0017,POL0000976,New Business,2026-06-24,0.18,167.66
AGX00000369,AGT0103,POL0004867,New Business,2023-09-26,0.23,92.15
AGX00000370,AGT0084,POL0001284,New Business,2025-11-22,0.15,36.99
AGX00000371,AGT0121,POL0001109,Renewal,2026-08-26,0.19,278.56
AGX00000372,AGT0075,POL0004032,Renewal,2025-12-21,0.12,30.95
AGX00000373,AGT0142,POL0004303,New Business,2024-03-29,0.08,52.61
AGX00000374,AGT0052,POL0003823,Renewal,2026-02-16,0.09,148.43
AGX00000375,AGT0072,POL0004090,New Business,2024-12-15,0.2,55.97
AGX00000376,AGT0069,POL0002170,New Business,2025-01-02,0.18,25.15
AGX00000377,AGT0143,POL0001790,Renewal,2025-03-18,0.06,71.19
AGX00000378,AGT0011,POL0003995,New Business,2026-07-17,0.14,21.85
AGX00000379,AGT0053,POL0001612,Renewal,2025-07-17,0.19,192.77
AGX00000380,AGT0030,POL0000959,New Business,2024-01-20,0.12,29.64
AGX00000381,AGT0019,POL0004636,Renewal,2025-02-18,0.25,37.05
AGX00000382,AGT0123,POL0002199,Renewal,2026-08-18,0.09,72.72
AGX00000383,AGT0100,POL0001394,Renewal,2025-02-20,0.22,71.86
AGX00000384,AGT0021,POL0003943,Renewal,2024-09-30,0.07,4.99
AGX00000385,AGT0125,POL0002921,New Business,2026-05-17,0.12,132.53
AGX00000386,AGT0024,POL0000718,Renewal,2023-01-13,0.24,354.28
AGX00000387,AGT0077,POL0003696,New Business,2024-12-02,0.2,367.85
AGX00000388,AGT0150,POL0000820,Renewal,2024-11-03,0.11,70.93
AGX00000389,AGT0074,POL0003974,New Business,2026-08-28,0.16,240.54
AGX00000390,AGT0005,POL0004280,Renewal,2026-08-04,0.09,68.5
AGX00000391,AGT0118,POL0002893,Renewal,2024-03-09,0.19,257.76
AGX00000392,AGT0109,POL0001221,New Business,2024-03-03,0.16,22.0
AGX00000393,AGT0114,POL0002522,Renewal,2026-09-10,0.09,71.99
AGX00000394,AGT0051,POL0003463,New Business,2023-12-26,0.17,303.53
AGX00000395,AGT0046,POL0000942,Renewal,2025-12-30,0.08,116.72
AGX00000396,AGT0046,POL0001256,Renewal,2026-09-08,0.16,61.18
AGX00000397,AGT0027,POL0001350,New Business,2023-03-05,0.11,209.75
AGX00000398,AGT0015,POL0001582,Renewal,2025-06-14,0.15,109.46
AGX00000399,AGT0075,POL0002383,Renewal,2023-11-18,0.08,80.11
AGX00000400,AGT0130,POL0000328,Renewal,2026-01-27,0.19,161.6
AGX00000401,AGT0086,POL0003578,Renewal,2025-08-19,0.13,253.35
AGX00000402,AGT0144,POL0003425,New Business,2025-10-28,0.2,292.46
AGX00000403,AGT0020,POL0000792,Renewal,2026-02-25,0.15,166.25
AGX00000404,AGT0089,POL0002814,New Business,2024-05-17,0.14,137.59
AGX00000405,AGT0108,POL0003549,Renewal,2026-08-23,0.22,273.05
AGX00000406,AGT0137,POL0004144,Renewal,2025-05-04,0.08,137.46
AGX00000407,AGT0131,POL0000342,New Business,2025-09-06,0.06,79.15
AGX00000408,AGT0122,POL0000803,New Business,2024-07-30,0.2,361.48
AGX00000409,AGT0131,POL0000781,New Business,2026-06-07,0.17,295.54
AGX00000410,AGT0037,POL0002937,Renewal,2026-05-18,0.08,122.99
AGX00000411,AGT0097,POL0002460,Renewal,2026-05-05,0.11,83.77
AGX00000412,AGT0054,POL0001975,New Business,2024-03-06,0.14,263.43
AGX00000413,AGT0043,POL0001468,Renewal,2023-11-19,0.07,125.33
AGX00000414,AGT0148,POL0000372,New Business,2021-05-15,0.16,251.84
AGX00000415,AGT0093,POL0001681,New Business,2026-09-08,0.23,360.18
AGX00000416,AGT0047,POL0003354,Renewal,2023-07-31,0.2,130.39
AGX00000417,AGT0083,POL0004813,New Business,2026-06-16,0.21,11.94
AGX00000418,AGT0008,POL0000215,Renewal,2022-11-25,0.1,18.5
AGX00000419,AGT0032,POL0000650,New Business,2026-07-01,0.13,166.53
AGX00000420,AGT0140,POL0003054,Renewal,2026-03-07,0.1,77.09
AGX00000421,AGT0019,POL0003606,New Business,2026-02-23,0.08,58.6
AGX00000422,AGT0095,POL0001328,Renewal,2026-02-19,0.2,208.94
AGX00000423,AGT0003,POL0002714,Renewal,2024-05-08,0.12,23.56
AGX00000424,AGT0105,POL0000056,Renewal,2022-10-01,0.1,61.41
AGX00000425,AGT0127,POL0002646,Renewal,2023-09-11,0.08,68.86
AGX00000426,AGT0074,POL0002586,Renewal,2026-03-03,0.2,28.12
AGX00000427,AGT0108,POL0004084,Renewal,2026-07-10,0.15,284.79
AGX00000428,AGT0130,POL0001625,Renewal,2025-09-20,0.25,203.74
AGX00000429,AGT0133,POL0003075,New Business,2026-07-17,0.14,142.96
AGX00000430,AGT0005,POL0004312,Renewal,2026-05-18,0.24,316.09
AGX00000431,AGT0120,POL0004096,New Business,2026-02-08,0.23,15.33
AGX00000432,AGT0084,POL0003177,New Business,2026-06-03,0.2,57.97
AGX00000433,AGT0050,POL0001730,Renewal,2025-05-13,0.14,8.82
AGX00000434,AGT0133,POL0000559,Renewal,2026-04-24,0.06,64.36
AGX00000435,AGT0052,POL0002372,Renewal,2026-06-04,0.23,112.54
AGX00000436,AGT0034,POL0003035,Renewal,2024-12-15,0.23,335.81
AGX00000437,AGT0098,POL0003584,Renewal,2025-09-06,0.1,114.97
AGX00000438,AGT0009,POL0000712,Renewal,2024-07-12,0.09,12.04
AGX00000439,AGT0089,POL0001840,New Business,2026-07-27,0.25,157.49
AGX00000440,AGT0119,POL0000696,New Business,2026-07-19,0.1,41.91
AGX00000441,AGT0024,POL0004633,New Business,2024-07-06,0.09,14.67
AGX00000442,AGT0102,POL0001502,New Business,2024-12-18,0.23,154.96
AGX00000443,AGT0080,POL0002245,New Business,2025-12-11,0.14,69.22
AGX00000444,AGT0089,POL0003672,Renewal,2022-01-30,0.25,491.8
AGX00000445,AGT0005,POL0003824,Renewal,2025-08-17,0.06,55.46
AGX00000446,AGT0010,POL0000191,Renewal,2026-01-29,0.08,44.91
AGX00000447,AGT0134,POL0003492,Renewal,2024-04-27,0.07,113.92
AGX00000448,AGT0148,POL0002086,New Business,2026-05-20,0.21,385.38
AGX00000449,AGT0038,POL0002858,Renewal,2024-06-07,0.12,50.64
AGX00000450,AGT0007,POL0002537,Renewal,2026-08-01,0.1,86.96
AGX00000451,AGT0090,POL0004366,New Business,2023-03-03,0.1,154.17
AGX00000452,AGT0083,POL0000769,New Business,2026-01-16,0.23,312.53
AGX00000453,AGT0116,POL0001777,New Business,2026-01-09,0.2,390.64
AGX00000454,AGT0101,POL0001450,New Business,2024-02-09,0.17,71.35
AGX00000455,AGT0104,POL0000051,Renewal,2023-04-24,0.19,178.49
AGX00000456,AGT0075,POL0001420,New Business,2026-07-18,0.21,224.7
AGX00000457,AGT0084,POL0003348,Renewal,2026-07-09,0.07,123.12
AGX00000458,AGT0048,POL0002692,Renewal,2026-08-10,0.13,151.09
AGX00000459,AGT0135,POL0004194,Renewal,2026-07-13,0.15,250.6
AGX00000460,AGT0142,POL0004884,Renewal,2022-11-30,0.19,298.75
AGX00000461,AGT0119,POL0003515,Renewal,2024-12-08,0.22,199.73
AGX00000462,AGT0071,POL0003724,New Business,2025-03-26,0.11,43.45
AGX00000463,AGT0072,POL0004902,Renewal,2025-12-26,0.21,77.96
AGX00000464,AGT0146,POL0001220,Renewal,2023-07-16,0.1,76.84
AGX00000465,AGT0021,POL0001828,Renewal,2023-12-19,0.2,396.4
AGX00000466,AGT0027,POL0004278,New Business,2026-08-30,0.23,15.55
AGX00000467,AGT0125,POL0001288,New Business,2026-08-09,0.12,38.92
AGX00000468,AGT0114,POL0001645,New Business,2026-08-19,0.08,136.98
AGX00000469,AGT0022,POL0003806,Renewal,2023-06-17,0.07,12.27
AGX00000470,AGT0046,POL0001256,Renewal,2026-05-04,0.14,53.53
AGX00000471,AGT0095,POL0001906,New Business,2026-09-06,0.21,189.61
AGX00000472,AGT0125,POL0003709,Renewal,2023-02-13,0.22,182.68
AGX00000473,AGT0009,POL0002691,Renewal,2026-07-23,0.17,34.92
AGX00000474,AGT0075,POL0004559,New Business,2025-09-25,0.16,224.91
AGX00000475,AGT0044,POL0003907,Renewal,2026-03-27,0.2,54.71
AGX00000476,AGT0127,POL0004665,Renewal,2026-07-14,0.17,103.75
AGX00000477,AGT0030,POL0004900,Renewal,2026-07-24,0.06,54.66
AGX00000478,AGT0042,POL0000114,Renewal,2026-03-17,0.1,42.47
AGX00000479,AGT0050,POL0000159,Renewal,2022-01-09,0.17,103.33
AGX00000480,AGT0051,POL0003643,New Business,2026-07-22,0.23,111.61
AGX00000481,AGT0037,POL0001657,Renewal,2024-09-02,0.24,188.89
AGX00000482,AGT0009,POL0000712,New Business,2023-08-16,0.08,10.7
AGX00000483,AGT0037,POL0001164,New Business,2024-09-26,0.18,292.64
AGX00000484,AGT0093,POL0001784,Renewal,2026-08-25,0.23,402.84
AGX00000485,AGT0026,POL0002725,New Business,2022-09-14,0.14,258.91
AGX00000486,AGT0116,POL0003665,New Business,2024-07-18,0.12,177.6
AGX00000487,AGT0045,POL0003486,Renewal,2023-09-11,0.08,82.9
AGX00000488,AGT0073,POL0001195,Renewal,2024-03-19,0.25,20.64
AGX00000489,AGT0079,POL0004277,New Business,2026-03-07,0.08,73.71
AGX00000490,AGT0080,POL0001317,New Business,2022-12-23,0.2,370.97
AGX00000491,AGT0137,POL0001969,New Business,2026-06-11,0.21,172.52
AGX00000492,AGT0046,POL0002801,Renewal,2026-04-06,0.12,134.49
AGX00000493,AGT0056,POL0002273,Renewal,2026-07-05,0.25,59.08
AGX00000494,AGT0080,POL0002232,Renewal,2024-12-06,0.09,73.34
AGX00000495,AGT0089,POL0000361,Renewal,2026-07-03,0.12,198.16
AGX00000496,AGT0120,POL0001520,New Business,2025-05-12,0.07,130.72
AGX00000497,AGT0029,POL0000313,Renewal,2026-01-12,0.06,88.12
AGX00000498,AGT0020,POL0002008,Renewal,2026-04-10,0.13,214.35
AGX00000499,AGT0102,POL0002023,Renewal,2023-11-17,0.15,12.92
AGX00000500,AGT0090,POL0004366,Renewal,2022-12-28,0.12,185.01
AGX00000501,AGT0071,POL0002964,Renewal,2026-04-26,0.21,313.79
AGX00000502,AGT0080,POL0002232,Renewal,2026-08-07,0.06,48.89
AGX00000503,AGT0073,POL0001945,Renewal,2025-12-06,0.25,350.72
AGX00000504,AGT0072,POL0001971,Renewal,2023-10-08,0.14,150.45
AGX00000505,AGT0123,POL0002444,New Business,2026-05-27,0.13,170.4
AGX00000506,AGT0031,POL0002368,Renewal,2024-03-07,0.2,338.8
AGX00000507,AGT0126,POL0001365,New Business,2025-08-09,0.14,18.21
AGX00000508,AGT0067,POL0002555,Renewal,2023-11-20,0.19,330.2
AGX00000509,AGT0120,POL0001520,New Business,2025-05-14,0.09,168.06
AGX00000510,AGT0149,POL0004046,New Business,2025-08-14,0.07,131.01
AGX00000511,AGT0008,POL0001586,Renewal,2025-04-11,0.15,292.34
AGX00000512,AGT0097,POL0002460,Renewal,2026-07-30,0.25,190.38
AGX00000513,AGT0130,POL0004656,Renewal,2025-05-20,0.11,96.0
AGX00000514,AGT0079,POL0003347,Renewal,2023-10-19,0.13,151.74
AGX00000515,AGT0121,POL0000736,Renewal,2025-08-23,0.16,258.33
AGX00000516,AGT0099,POL0004248,New Business,2025-04-15,0.12,171.62
AGX00000517,AGT0088,POL0004643,New Business,2021-11-13,0.16,245.94
AGX00000518,AGT0149,POL0001308,New Business,2024-03-11,0.17,187.03
AGX00000519,AGT0052,POL0000679,New Business,2024-11-12,0.13,257.73
AGX00000520,AGT0088,POL0000364,Renewal,2024-07-18,0.16,46.88
AGX00000521,AGT0133,POL0003097,Renewal,2024-03-31,0.13,113.13
AGX00000522,AGT0122,POL0003605,New Business,2026-05-16,0.21,237.69
AGX00000523,AGT0054,POL0000475,New Business,2026-08-25,0.11,161.07
AGX00000524,AGT0088,POL0002958,New Business,2026-01-06,0.21,184.63
AGX00000525,AGT0132,POL0002306,New Business,2023-09-15,0.08,22.43
AGX00000526,AGT0132,POL0003468,Renewal,2025-05-16,0.21,268.31
AGX00000527,AGT0091,POL0002405,New Business,2025-09-30,0.09,159.14
AGX00000528,AGT0044,POL0002044,New Business,2026-04-23,0.12,211.45
AGX00000529,AGT0066,POL0001531,New Business,2025-08-20,0.21,48.12
AGX00000530,AGT0096,POL0000391,Renewal,2025-11-15,0.19,324.84
AGX00000531,AGT0060,POL0001769,Renewal,2025-02-21,0.1,65.84
AGX00000532,AGT0038,POL0004687,Renewal,2026-05-19,0.17,86.4
AGX00000533,AGT0145,POL0003964,New Business,2024-10-16,0.21,26.5
AGX00000534,AGT0139,POL0004539,New Business,2024-11-05,0.22,91.68
AGX00000535,AGT0148,POL0004378,Renewal,2025-09-24,0.17,9.11
AGX00000536,AGT0031,POL0002113,Renewal,2021-01-19,0.09,126.77
AGX00000537,AGT0064,POL0000593,New Business,2026-05-30,0.17,272.79
AGX00000538,AGT0008,POL0004931,Renewal,2026-08-08,0.14,202.29
AGX00000539,AGT0106,POL0003536,Renewal,2026-05-28,0.2,187.61
AGX00000540,AGT0089,POL0000600,Renewal,2024-05-02,0.06,102.88
AGX00000541,AGT0118,POL0002636,Renewal,2024-05-16,0.22,116.6
AGX00000542,AGT0052,POL0000679,New Business,2024-11-29,0.06,118.95
AGX00000543,AGT0009,POL0001120,New Business,2025-02-27,0.19,89.38
AGX00000544,AGT0072,POL0003514,Renewal,2026-01-02,0.2,163.35
AGX00000545,AGT0074,POL0004913,Renewal,2026-04-14,0.22,26.27
AGX00000546,AGT0080,POL0004358,Renewal,2026-06-11,0.18,251.36
AGX00000547,AGT0094,POL0003068,New Business,2025-09-21,0.15,99.1
AGX00000548,AGT0043,POL0000586,Renewal,2025-04-17,0.08,39.58
AGX00000549,AGT0078,POL0001036,Renewal,2026-06-22,0.14,168.54
AGX00000550,AGT0084,POL0004509,Renewal,2022-12-09,0.17,97.37
AGX00000551,AGT0140,POL0003529,Renewal,2021-04-16,0.15,215.75
AGX00000552,AGT0071,POL0002243,New Business,2024-06-14,0.24,35.28
AGX00000553,AGT0124,POL0002693,Renewal,2023-10-15,0.14,209.31
AGX00000554,AGT0032,POL0004406,New Business,2026-06-05,0.1,58.79
AGX00000555,AGT0142,POL0004167,New Business,2025-02-28,0.19,17.3
AGX00000556,AGT0027,POL0000833,Renewal,2025-09-06,0.11,45.84
AGX00000557,AGT0007,POL0004555,Renewal,2023-08-25,0.24,130.99
AGX00000558,AGT0041,POL0001373,Renewal,2026-02-26,0.22,292.09
AGX00000559,AGT0033,POL0000202,New Business,2026-06-02,0.21,342.61
AGX00000560,AGT0058,POL0000319,Renewal,2024-11-10,0.18,337.2
AGX00000561,AGT0066,POL0004343,Renewal,2026-05-13,0.25,48.04
AGX00000562,AGT0121,POL0001894,Renewal,2025-06-26,0.09,158.38
AGX00000563,AGT0113,POL0000367,Renewal,2021-04-12,0.1,118.93
AGX00000564,AGT0026,POL0004894,Renewal,2026-01-04,0.07,86.94
AGX00000565,AGT0089,POL0001820,New Business,2026-05-15,0.07,64.51
AGX00000566,AGT0146,POL0002700,New Business,2026-02-13,0.17,282.78
AGX00000567,AGT0012,POL0003795,Renewal,2024-06-11,0.1,11.99
AGX00000568,AGT0113,POL0004564,New Business,2024-08-27,0.15,200.53
AGX00000569,AGT0086,POL0000702,New Business,2023-03-03,0.24,274.98
AGX00000570,AGT0048,POL0003600,New Business,2026-01-16,0.1,181.09
AGX00000571,AGT0070,POL0004999,New Business,2022-11-29,0.11,208.03
AGX00000572,AGT0115,POL0003459,Renewal,2025-10-09,0.14,233.79
AGX00000573,AGT0113,POL0003565,New Business,2024-07-04,0.21,239.73
AGX00000574,AGT0140,POL0000227,New Business,2025-07-07,0.15,211.96
AGX00000575,AGT0002,POL0004250,Renewal,2024-08-23,0.1,197.88
AGX00000576,AGT0074,POL0000972,New Business,2025-05-13,0.16,181.58
AGX00000577,AGT0083,POL0003737,Renewal,2025-06-14,0.06,97.71
AGX00000578,AGT0042,POL0002485,Renewal,2025-12-12,0.11,18.57
AGX00000579,AGT0132,POL0000612,Renewal,2026-01-25,0.22,196.43
AGX00000580,AGT0067,POL0002939,Renewal,2026-07-06,0.19,261.31
AGX00000581,AGT0092,POL0000494,Renewal,2026-02-23,0.17,339.95
AGX00000582,AGT0119,POL0000734,Renewal,2024-11-01,0.08,53.82
AGX00000583,AGT0147,POL0003803,New Business,2023-02-03,0.11,51.29
AGX00000584,AGT0119,POL0000696,Renewal,2026-03-30,0.09,37.72
AGX00000585,AGT0086,POL0000969,New Business,2025-01-18,0.21,46.96
AGX00000586,AGT0130,POL0000328,Renewal,2025-05-09,0.2,170.1
AGX00000587,AGT0026,POL0003604,Renewal,2025-03-22,0.24,259.26
AGX00000588,AGT0049,POL0001025,Renewal,2026-03-18,0.11,34.91
AGX00000589,AGT0081,POL0000033,Renewal,2026-03-03,0.06,51.42
AGX00000590,AGT0141,POL0000896,New Business,2024-10-02,0.15,252.75
AGX00000591,AGT0016,POL0000155,New Business,2025-03-19,0.06,67.05
AGX00000592,AGT0013,POL0004972,Renewal,2026-04-23,0.17,274.57
AGX00000593,AGT0089,POL0001840,Renewal,2024-09-05,0.13,81.89
AGX00000594,AGT0085,POL0004857,Renewal,2026-04-11,0.23,29.28
AGX00000595,AGT0118,POL0001236,Renewal,2025-06-13,0.09,66.23
AGX00000596,AGT0101,POL0004742,New Business,2025-02-07,0.15,225.41
AGX00000597,AGT0021,POL0004103,New Business,2026-02-03,0.08,102.25
AGX00000598,AGT0063,POL0003278,Renewal,2026-09-06,0.1,46.91
AGX00000599,AGT0041,POL0004156,Renewal,2025-09-19,0.23,293.28
AGX00000600,AGT0069,POL0000064,New Business,2022-02-08,0.11,62.07
AGX00000601,AGT0051,POL0004467,Renewal,2026-08-07,0.21,396.02
AGX00000602,AGT0076,POL0003779,Renewal,2026-06-25,0.12,60.39
AGX00000603,AGT0105,POL0001893,Renewal,2025-09-28,0.19,356.93
AGX00000604,AGT0093,POL0004905,New Business,2026-07-02,0.12,73.9
AGX00000605,AGT0068,POL0002826,Renewal,2023-07-21,0.11,24.71
AGX00000606,AGT0145,POL0001165,Renewal,2022-04-28,0.22,279.81
AGX00000607,AGT0021,POL0003433,Renewal,2025-08-21,0.08,110.77
AGX00000608,AGT0124,POL0004013,Renewal,2025-05-22,0.18,265.69
AGX00000609,AGT0053,POL0002366,Renewal,2025-11-07,0.24,182.57
AGX00000610,AGT0095,POL0001231,New Business,2023-05-10,0.07,84.16
AGX00000611,AGT0101,POL0003967,Renewal,2024-09-26,0.1,161.23
AGX00000612,AGT0103,POL0000209,Renewal,2026-05-27,0.21,164.55
AGX00000613,AGT0080,POL0004240,Renewal,2023-09-18,0.09,119.09
AGX00000614,AGT0139,POL0001053,New Business,2025-06-27,0.22,137.34
AGX00000615,AGT0004,POL0002164,New Business,2023-02-17,0.15,163.14
AGX00000616,AGT0064,POL0000521,Renewal,2023-04-05,0.25,480.85
AGX00000617,AGT0020,POL0002928,Renewal,2026-06-10,0.07,21.56
AGX00000618,AGT0012,POL0002270,Renewal,2024-07-28,0.1,26.95
AGX00000619,AGT0047,POL0001061,New Business,2025-12-23,0.24,412.05
AGX00000620,AGT0115,POL0001995,Renewal,2026-06-01,0.18,67.83
AGX00000621,AGT0017,POL0000067,New Business,2025-07-15,0.06,46.4
AGX00000622,AGT0130,POL0002250,Renewal,2025-04-28,0.16,45.78
AGX00000623,AGT0091,POL0000918,Renewal,2026-06-15,0.2,335.77
AGX00000624,AGT0131,POL0002051,Renewal,2024-02-02,0.16,294.17
AGX00000625,AGT0006,POL0000248,New Business,2026-05-21,0.19,192.31
AGX00000626,AGT0142,POL0001016,New Business,2024-08-06,0.25,256.04
AGX00000627,AGT0077,POL0001593,Renewal,2023-01-24,0.07,39.6
AGX00000628,AGT0106,POL0001179,New Business,2025-08-07,0.11,112.9
AGX00000629,AGT0014,POL0000800,New Business,2022-07-13,0.18,333.73
AGX00000630,AGT0116,POL0000804,New Business,2026-08-20,0.15,261.44
AGX00000631,AGT0074,POL0004682,New Business,2025-02-24,0.07,102.43
AGX00000632,AGT0072,POL0001971,New Business,2024-01-04,0.15,161.2
AGX00000633,AGT0061,POL0003860,New Business,2023-04-18,0.17,160.7
AGX00000634,AGT0030,POL0002359,Renewal,2023-05-03,0.18,154.49
AGX00000635,AGT0079,POL0002192,Renewal,2026-04-30,0.16,117.18
AGX00000636,AGT0022,POL0004783,New Business,2023-11-26,0.15,47.72
AGX00000637,AGT0065,POL0004028,New Business,2024-10-06,0.09,93.78
AGX00000638,AGT0108,POL0000153,Renewal,2022-04-22,0.06,81.4
AGX00000639,AGT0111,POL0003467,Renewal,2026-07-04,0.05,43.27
AGX00000640,AGT0084,POL0003704,Renewal,2022-07-31,0.08,77.69
AGX00000641,AGT0016,POL0002777,New Business,2026-08-31,0.17,149.33
AGX00000642,AGT0030,POL0004180,Renewal,2025-10-16,0.12,74.04
AGX00000643,AGT0024,POL0004798,Renewal,2026-03-04,0.16,22.07
AGX00000644,AGT0017,POL0002315,Renewal,2021-03-15,0.11,54.94
AGX00000645,AGT0067,POL0001551,Renewal,2026-05-14,0.1,122.88
AGX00000646,AGT0091,POL0000164,New Business,2024-07-26,0.21,283.76
AGX00000647,AGT0060,POL0000988,New Business,2025-10-03,0.1,186.42
AGX00000648,AGT0015,POL0003434,Renewal,2026-05-01,0.1,17.95
AGX00000649,AGT0142,POL0001376,Renewal,2024-09-10,0.05,18.82
AGX00000650,AGT0106,POL0002508,Renewal,2025-07-22,0.22,337.4
AGX00000651,AGT0093,POL0004905,New Business,2026-08-03,0.11,67.74
AGX00000652,AGT0127,POL0004674,New Business,2026-06-23,0.15,58.98
AGX00000653,AGT0020,POL0000885,Renewal,2026-05-05,0.18,138.13
AGX00000654,AGT0134,POL0001675,New Business,2026-07-25,0.24,280.37
AGX00000655,AGT0139,POL0004539,Renewal,2025-09-09,0.23,95.85
AGX00000656,AGT0017,POL0000067,New Business,2025-06-20,0.18,139.2
AGX00000657,AGT0066,POL0001531,Renewal,2024-12-23,0.23,52.7
AGX00000658,AGT0128,POL0000535,New Business,2024-03-22,0.13,207.08
AGX00000659,AGT0032,POL0000650,Renewal,2026-01-02,0.1,128.1
AGX00000660,AGT0011,POL0001185,Renewal,2024-03-19,0.17,167.33
AGX00000661,AGT0067,POL0004586,Renewal,2026-03-05,0.23,46.6
AGX00000662,AGT0130,POL0004128,Renewal,2025-05-18,0.24,161.75
AGX00000663,AGT0114,POL0001161,New Business,2024-12-18,0.07,107.46
AGX00000664,AGT0129,POL0003863,New Business,2024-08-31,0.13,248.44
AGX00000665,AGT0041,POL0001887,Renewal,2026-04-03,0.13,127.35
AGX00000666,AGT0126,POL0002935,Renewal,2026-08-19,0.07,13.23
AGX00000667,AGT0025,POL0001022,New Business,2025-08-03,0.22,47.71
AGX00000668,AGT0143,POL0001790,Renewal,2023-02-02,0.08,94.93
AGX00000669,AGT0036,POL0000055,Renewal,2024-12-24,0.06,109.46
AGX00000670,AGT0056,POL0003932,Renewal,2026-06-10,0.21,79.91
AGX00000671,AGT0038,POL0002681,New Business,2025-01-28,0.09,16.59
AGX00000672,AGT0020,POL0004956,New Business,2026-07-18,0.08,94.08
AGX00000673,AGT0021,POL0001535,New Business,2025-11-30,0.24,312.24
AGX00000674,AGT0079,POL0003289,Renewal,2026-01-13,0.19,328.8
AGX00000675,AGT0033,POL0002743,New Business,2026-01-06,0.22,257.21
AGX00000676,AGT0086,POL0001706,New Business,2024-05-27,0.05,60.14
AGX00000677,AGT0118,POL0001953,Renewal,2025-05-21,0.16,175.68
AGX00000678,AGT0108,POL0002367,Renewal,2026-07-24,0.15,15.46
AGX00000679,AGT0039,POL0004598,New Business,2025-12-06,0.09,162.26
AGX00000680,AGT0074,POL0002015,Renewal,2024-10-13,0.1,88.88
AGX00000681,AGT0062,POL0004874,New Business,2022-01-18,0.17,253.76
AGX00000682,AGT0111,POL0003531,New Business,2022-03-03,0.15,268.32
AGX00000683,AGT0032,POL0004821,Renewal,2026-07-24,0.17,95.37
AGX00000684,AGT0073,POL0001815,Renewal,2026-04-20,0.08,108.04
AGX00000685,AGT0074,POL0002376,New Business,2025-12-28,0.12,125.54
AGX00000686,AGT0056,POL0000224,New Business,2023-04-14,0.23,454.78
AGX00000687,AGT0039,POL0001699,Renewal,2023-08-26,0.05,17.88
AGX00000688,AGT0076,POL0003559,Renewal,2026-01-04,0.18,300.6
AGX00000689,AGT0034,POL0001439,Renewal,2025-12-31,0.07,96.0
AGX00000690,AGT0125,POL0000529,Renewal,2026-02-22,0.1,101.09
AGX00000691,AGT0132,POL0001621,New Business,2024-05-07,0.21,354.09
AGX00000692,AGT0053,POL0001496,New Business,2023-07-08,0.24,305.48
AGX00000693,AGT0019,POL0003606,Renewal,2023-12-26,0.23,168.46
AGX00000694,AGT0031,POL0002159,Renewal,2026-03-21,0.15,169.32
AGX00000695,AGT0010,POL0002441,New Business,2021-12-20,0.1,137.44
AGX00000696,AGT0002,POL0001116,Renewal,2025-09-28,0.08,37.24
AGX00000697,AGT0032,POL0004582,Renewal,2023-03-05,0.13,131.63
AGX00000698,AGT0111,POL0004065,Renewal,2026-06-06,0.17,333.52
AGX00000699,AGT0074,POL0002498,New Business,2023-01-06,0.07,52.01
AGX00000700,AGT0146,POL0001909,Renewal,2023-10-27,0.11,191.05
AGX00000701,AGT0011,POL0004881,New Business,2026-02-24,0.07,134.11
AGX00000702,AGT0061,POL0000345,Renewal,2024-01-20,0.15,127.95
AGX00000703,AGT0038,POL0003585,Renewal,2025-02-13,0.25,268.17
AGX00000704,AGT0085,POL0004618,New Business,2024-05-09,0.13,166.11
AGX00000705,AGT0115,POL0000956,Renewal,2024-04-17,0.14,262.42
AGX00000706,AGT0142,POL0003480,Renewal,2025-09-16,0.24,33.39
AGX00000707,AGT0101,POL0001211,New Business,2026-08-06,0.19,329.98
AGX00000708,AGT0135,POL0000258,Renewal,2023-09-17,0.13,13.93
AGX00000709,AGT0122,POL0003605,New Business,2023-05-24,0.15,169.78
